"time","latitude","longitude"
0,0.558505360638185,3.54476371080048
0.0198019801980198,0.497418836818384,3.28121899374934
0.0297029702970297,0.469493568786475,3.65821011218011
0.148514851485149,0.0977384381116824,2.13802833369305
0.247524752475248,0.237364778271229,1.98269403026556
0.257425742574257,0.336848545634906,2.07170582211727
0.267326732673267,0.146607657167524,1.56556033903891
0.366336633663366,0.261799387799149,1.6004669240788
0.376237623762376,0.237364778271229,2.10137641940117
0.376237623762376,0.0785398163397448,2.17293491873294
0.405940594059406,0.176278254451427,2.20435084526884
0.405940594059406,0.301941960595019,1.99316600577752
0.405940594059406,0.27401669256311,0.89884456477708
0.405940594059406,0.216420827247297,1.27059969545187
0.445544554455446,0.0872664625997165,3.03687289847013
0.554455445544555,0.382227106186758,0.987856356628791
0.574257425742574,0.408407044966673,1.539380400259
0.584158415841584,0.39095375244673,1.4172073526194
0.584158415841584,0.375245789178781,1.53239908325102
0.584158415841584,0.413643032722656,1.69820536219048
0.613861386138614,0.387463093942741,1.67726141116655
0.643564356435644,0.408407044966673,1.5097098029751
0.683168316831683,0.493928178314395,1.6632987771506
0.712871287128713,0.521853446346304,1.69471470368649
0.712871287128713,0.525344104850293,1.72962128872638
0.722772277227723,0.544542726622231,1.5690509975429
0.742574257425743,0.525344104850293,1.73660260573436
0.782178217821782,0.514872129338327,1.77325452002624
0.782178217821782,0.549778714378214,1.74183859349034
0.841584158415842,0.62482787221397,1.86052098262596
1,0.651007810993885,2.62148453649548
